type,dir,name,row,col,side,scale,flip
exr,data/KAIST,scene07_reflectance.exr,388,1565,96,1,False
exr,data/KAIST,scene07_reflectance.exr,1189,3114,96,1,False
exr,data/KAIST,scene07_reflectance.exr,1250,102,96,1,False
exr,data/KAIST,scene07_reflectance.exr,2366,1425,96,1,False
exr,data/KAIST,scene07_reflectance.exr,2418,1027,96,1,False
exr,data/KAIST,scene07_reflectance.exr,786,1065,96,1,False
exr,data/KAIST,scene07_reflectance.exr,649,2162,96,1,False
exr,data/KAIST,scene07_reflectance.exr,1884,800,96,1,False
exr,data/KAIST,scene07_reflectance.exr,1565,2399,96,1,False
exr,data/KAIST,scene07_reflectance.exr,1354,137,96,1,False
exr,data/KAIST,scene07_reflectance.exr,2453,317,96,1,False
exr,data/KAIST,scene07_reflectance.exr,99,1913,96,1,False
exr,data/KAIST,scene07_reflectance.exr,254,1884,96,1,False
exr,data/KAIST,scene07_reflectance.exr,905,1456,96,1,False
exr,data/KAIST,scene07_reflectance.exr,1372,1860,96,1,False
exr,data/KAIST,scene07_reflectance.exr,529,560,96,1,False
exr,data/KAIST,scene07_reflectance.exr,1332,889,96,1,False
exr,data/KAIST,scene07_reflectance.exr,1200,2943,96,1,False
exr,data/KAIST,scene07_reflectance.exr,2279,945,96,1,False
exr,data/KAIST,scene07_reflectance.exr,28,1081,96,1,False
exr,data/KAIST,scene07_reflectance.exr,731,2116,96,1,False
exr,data/KAIST,scene07_reflectance.exr,2200,2123,96,1,False
exr,data/KAIST,scene07_reflectance.exr,2348,281,96,1,False
exr,data/KAIST,scene07_reflectance.exr,1974,52,96,1,False
exr,data/KAIST,scene07_reflectance.exr,215,2395,96,1,False
exr,data/KAIST,scene07_reflectance.exr,304,831,96,1,False
exr,data/KAIST,scene07_reflectance.exr,1555,2876,96,1,False
exr,data/KAIST,scene07_reflectance.exr,1321,1065,96,1,False
exr,data/KAIST,scene07_reflectance.exr,1633,2189,96,1,False
exr,data/KAIST,scene07_reflectance.exr,627,3202,96,1,False
exr,data/KAIST,scene07_reflectance.exr,813,2504,96,1,False
exr,data/KAIST,scene07_reflectance.exr,1264,479,96,1,False
exr,data/KAIST,scene07_reflectance.exr,1458,2863,96,1,False
exr,data/KAIST,scene07_reflectance.exr,312,870,96,1,False
exr,data/KAIST,scene07_reflectance.exr,1876,1304,96,1,False
exr,data/KAIST,scene07_reflectance.exr,2012,430,96,1,False
exr,data/KAIST,scene07_reflectance.exr,239,1642,96,1,False
exr,data/KAIST,scene07_reflectance.exr,1166,149,96,1,False
exr,data/KAIST,scene07_reflectance.exr,857,1207,96,1,False
exr,data/KAIST,scene07_reflectance.exr,252,1248,96,1,False
exr,data/KAIST,scene07_reflectance.exr,1620,2337,96,1,False
exr,data/KAIST,scene07_reflectance.exr,1164,2145,96,1,False
exr,data/KAIST,scene07_reflectance.exr,327,1673,96,1,False
exr,data/KAIST,scene07_reflectance.exr,2135,357,96,1,False
exr,data/KAIST,scene07_reflectance.exr,1925,1326,96,1,False
exr,data/KAIST,scene07_reflectance.exr,1257,750,96,1,False
exr,data/KAIST,scene07_reflectance.exr,1668,268,96,1,False
exr,data/KAIST,scene07_reflectance.exr,344,3153,96,1,False
exr,data/KAIST,scene07_reflectance.exr,1486,695,96,1,False
exr,data/KAIST,scene07_reflectance.exr,2126,849,96,1,False
exr,data/KAIST,scene07_reflectance.exr,2398,1033,96,1,False
exr,data/KAIST,scene07_reflectance.exr,677,1281,96,1,False
exr,data/KAIST,scene07_reflectance.exr,1971,2496,96,1,False
exr,data/KAIST,scene07_reflectance.exr,2586,1831,96,1,False
exr,data/KAIST,scene07_reflectance.exr,2516,2201,96,1,False
exr,data/KAIST,scene07_reflectance.exr,109,801,96,1,False
exr,data/KAIST,scene07_reflectance.exr,2355,1144,96,1,False
exr,data/KAIST,scene07_reflectance.exr,566,353,96,1,False
exr,data/KAIST,scene07_reflectance.exr,896,2268,96,1,False
exr,data/KAIST,scene07_reflectance.exr,266,397,96,1,False
exr,data/KAIST,scene07_reflectance.exr,2005,3082,96,1,False
exr,data/KAIST,scene07_reflectance.exr,1824,964,96,1,False
exr,data/KAIST,scene07_reflectance.exr,163,1736,96,1,False
exr,data/KAIST,scene07_reflectance.exr,2391,1111,96,1,False
exr,data/KAIST,scene07_reflectance.exr,174,738,96,1,False
exr,data/KAIST,scene07_reflectance.exr,338,1044,96,1,False
exr,data/KAIST,scene07_reflectance.exr,2460,1804,96,1,False
exr,data/KAIST,scene07_reflectance.exr,2434,1828,96,1,False
exr,data/KAIST,scene07_reflectance.exr,935,1034,96,1,False
exr,data/KAIST,scene07_reflectance.exr,130,193,96,1,False
exr,data/KAIST,scene07_reflectance.exr,1943,2432,96,1,False
exr,data/KAIST,scene07_reflectance.exr,380,1866,96,1,False
exr,data/KAIST,scene07_reflectance.exr,2555,3140,96,1,False
exr,data/KAIST,scene07_reflectance.exr,1428,1285,96,1,False
exr,data/KAIST,scene07_reflectance.exr,750,365,96,1,False
exr,data/KAIST,scene07_reflectance.exr,1195,1282,96,1,False
exr,data/KAIST,scene07_reflectance.exr,2427,1541,96,1,False
exr,data/KAIST,scene07_reflectance.exr,1587,1485,96,1,False
exr,data/KAIST,scene07_reflectance.exr,933,143,96,1,False
exr,data/KAIST,scene07_reflectance.exr,1610,2467,96,1,False
exr,data/KAIST,scene07_reflectance.exr,1944,606,96,1,False
exr,data/KAIST,scene07_reflectance.exr,1469,2357,96,1,False
exr,data/KAIST,scene07_reflectance.exr,2303,1900,96,1,False
exr,data/KAIST,scene07_reflectance.exr,87,925,96,1,False
exr,data/KAIST,scene07_reflectance.exr,1374,1123,96,1,False
exr,data/KAIST,scene07_reflectance.exr,1482,878,96,1,False
exr,data/KAIST,scene07_reflectance.exr,921,2437,96,1,False
exr,data/KAIST,scene07_reflectance.exr,493,645,96,1,False
exr,data/KAIST,scene07_reflectance.exr,1124,670,96,1,False
exr,data/KAIST,scene07_reflectance.exr,1795,1400,96,1,False
exr,data/KAIST,scene07_reflectance.exr,2059,2233,96,1,False
exr,data/KAIST,scene07_reflectance.exr,1000,3211,96,1,False
exr,data/KAIST,scene07_reflectance.exr,1188,66,96,1,False
exr,data/KAIST,scene07_reflectance.exr,969,2654,96,1,False
exr,data/KAIST,scene07_reflectance.exr,1850,2302,96,1,False
exr,data/KAIST,scene07_reflectance.exr,1819,1141,96,1,False
exr,data/KAIST,scene07_reflectance.exr,433,890,96,1,False
exr,data/KAIST,scene07_reflectance.exr,825,984,96,1,False
exr,data/KAIST,scene07_reflectance.exr,2600,3123,96,1,False
exr,data/KAIST,scene07_reflectance.exr,626,1821,96,1,False
exr,data/KAIST,scene07_reflectance.exr,2485,1704,96,1,False
exr,data/KAIST,scene07_reflectance.exr,2098,2640,96,1,False
exr,data/KAIST,scene07_reflectance.exr,231,523,96,1,False
exr,data/KAIST,scene07_reflectance.exr,616,825,96,1,False
exr,data/KAIST,scene07_reflectance.exr,895,1358,96,1,False
exr,data/KAIST,scene07_reflectance.exr,1980,2893,96,1,False
exr,data/KAIST,scene07_reflectance.exr,958,436,96,1,False
exr,data/KAIST,scene07_reflectance.exr,2236,3231,96,1,False
exr,data/KAIST,scene07_reflectance.exr,305,1737,96,1,False
exr,data/KAIST,scene07_reflectance.exr,509,2281,96,1,False
exr,data/KAIST,scene07_reflectance.exr,2255,523,96,1,True
exr,data/KAIST,scene07_reflectance.exr,1732,801,96,1,True
exr,data/KAIST,scene07_reflectance.exr,2029,2232,96,1,True
exr,data/KAIST,scene07_reflectance.exr,760,425,96,1,True
exr,data/KAIST,scene07_reflectance.exr,667,434,96,1,True
exr,data/KAIST,scene07_reflectance.exr,145,1423,96,1,True
exr,data/KAIST,scene07_reflectance.exr,422,1922,96,1,True
exr,data/KAIST,scene07_reflectance.exr,1699,529,96,1,True
exr,data/KAIST,scene07_reflectance.exr,1447,734,96,1,True
exr,data/KAIST,scene07_reflectance.exr,2553,120,96,1,True
exr,data/KAIST,scene07_reflectance.exr,305,1161,96,1,True
exr,data/KAIST,scene07_reflectance.exr,2073,1693,96,1,True
exr,data/KAIST,scene07_reflectance.exr,2498,1536,96,1,True
exr,data/KAIST,scene07_reflectance.exr,433,1797,96,1,True
exr,data/KAIST,scene07_reflectance.exr,653,2853,96,1,True
exr,data/KAIST,scene07_reflectance.exr,2132,1822,96,1,True
exr,data/KAIST,scene07_reflectance.exr,444,313,96,1,True
exr,data/KAIST,scene07_reflectance.exr,2555,1666,96,1,True
exr,data/KAIST,scene07_reflectance.exr,2484,1430,96,1,True
exr,data/KAIST,scene07_reflectance.exr,65,1065,96,1,True
exr,data/KAIST,scene07_reflectance.exr,376,2134,96,1,True
exr,data/KAIST,scene07_reflectance.exr,1479,38,96,1,True
exr,data/KAIST,scene07_reflectance.exr,400,1972,96,1,True
exr,data/KAIST,scene07_reflectance.exr,179,237,96,1,True
exr,data/KAIST,scene07_reflectance.exr,2135,540,96,1,True
exr,data/KAIST,scene07_reflectance.exr,2185,282,96,1,True
exr,data/KAIST,scene07_reflectance.exr,494,3065,96,1,True
exr,data/KAIST,scene07_reflectance.exr,2022,1680,96,1,True
exr,data/KAIST,scene07_reflectance.exr,669,2493,96,1,True
exr,data/KAIST,scene07_reflectance.exr,978,3127,96,1,True
exr,data/KAIST,scene07_reflectance.exr,2129,1438,96,1,True
exr,data/KAIST,scene07_reflectance.exr,49,2036,96,1,True
exr,data/KAIST,scene07_reflectance.exr,318,3073,96,1,True
exr,data/KAIST,scene07_reflectance.exr,508,1995,96,1,True
exr,data/KAIST,scene07_reflectance.exr,1354,2435,96,1,True
exr,data/KAIST,scene07_reflectance.exr,1853,1880,96,1,True
exr,data/KAIST,scene07_reflectance.exr,2170,2444,96,1,True
exr,data/KAIST,scene07_reflectance.exr,2586,1796,96,1,True
exr,data/KAIST,scene07_reflectance.exr,177,699,96,1,True
exr,data/KAIST,scene07_reflectance.exr,1066,310,96,1,True
exr,data/KAIST,scene07_reflectance.exr,2436,59,96,1,True
exr,data/KAIST,scene07_reflectance.exr,1330,2775,96,1,True
exr,data/KAIST,scene07_reflectance.exr,251,2420,96,1,True
exr,data/KAIST,scene07_reflectance.exr,2418,267,96,1,True
exr,data/KAIST,scene07_reflectance.exr,341,2489,96,1,True
exr,data/KAIST,scene07_reflectance.exr,962,1661,96,1,True
exr,data/KAIST,scene07_reflectance.exr,1353,2230,96,1,True
exr,data/KAIST,scene07_reflectance.exr,1208,414,96,1,True
exr,data/KAIST,scene07_reflectance.exr,1210,2984,96,1,True
exr,data/KAIST,scene07_reflectance.exr,2487,1644,96,1,True
exr,data/KAIST,scene07_reflectance.exr,1247,1880,96,1,True
exr,data/KAIST,scene07_reflectance.exr,1800,2000,96,1,True
exr,data/KAIST,scene07_reflectance.exr,209,989,96,1,True
exr,data/KAIST,scene07_reflectance.exr,2319,1465,96,1,True
exr,data/KAIST,scene07_reflectance.exr,889,2695,96,1,True
exr,data/KAIST,scene07_reflectance.exr,1048,2250,96,1,True
exr,data/KAIST,scene07_reflectance.exr,1333,1202,96,1,True
exr,data/KAIST,scene07_reflectance.exr,1790,1448,96,1,True
exr,data/KAIST,scene07_reflectance.exr,586,679,96,1,True
exr,data/KAIST,scene07_reflectance.exr,1763,2966,96,1,True
exr,data/KAIST,scene07_reflectance.exr,1535,1324,96,1,True
exr,data/KAIST,scene07_reflectance.exr,1968,1920,96,1,True
exr,data/KAIST,scene07_reflectance.exr,1257,456,96,1,True
exr,data/KAIST,scene07_reflectance.exr,509,3177,96,1,True
exr,data/KAIST,scene07_reflectance.exr,160,814,96,1,True
exr,data/KAIST,scene07_reflectance.exr,1427,243,96,1,True
exr,data/KAIST,scene07_reflectance.exr,373,96,96,1,True
exr,data/KAIST,scene07_reflectance.exr,1253,1071,96,1,True
exr,data/KAIST,scene07_reflectance.exr,2548,1327,96,1,True
exr,data/KAIST,scene07_reflectance.exr,1737,1200,96,1,True
exr,data/KAIST,scene07_reflectance.exr,2410,661,96,1,True
exr,data/KAIST,scene07_reflectance.exr,542,2657,96,1,True
exr,data/KAIST,scene07_reflectance.exr,672,1735,96,1,True
exr,data/KAIST,scene07_reflectance.exr,2147,408,96,1,True
exr,data/KAIST,scene07_reflectance.exr,1601,822,96,1,True
exr,data/KAIST,scene07_reflectance.exr,701,3200,96,1,True
exr,data/KAIST,scene07_reflectance.exr,53,2644,96,1,True
exr,data/KAIST,scene07_reflectance.exr,2496,3125,96,1,True
exr,data/KAIST,scene07_reflectance.exr,2184,2638,96,1,True
exr,data/KAIST,scene07_reflectance.exr,2002,771,96,1,True
exr,data/KAIST,scene07_reflectance.exr,1462,658,96,1,True
exr,data/KAIST,scene07_reflectance.exr,814,1778,96,1,True
exr,data/KAIST,scene07_reflectance.exr,263,2560,96,1,True
exr,data/KAIST,scene07_reflectance.exr,1052,3088,96,1,True
exr,data/KAIST,scene07_reflectance.exr,2271,1848,96,1,True
exr,data/KAIST,scene07_reflectance.exr,1648,489,96,1,True
exr,data/KAIST,scene07_reflectance.exr,329,1572,96,1,True
exr,data/KAIST,scene07_reflectance.exr,359,2823,96,1,True
exr,data/KAIST,scene07_reflectance.exr,672,782,96,1,True
exr,data/KAIST,scene07_reflectance.exr,1422,383,96,1,True
exr,data/KAIST,scene07_reflectance.exr,1891,2655,96,1,True
exr,data/KAIST,scene07_reflectance.exr,1548,2546,96,1,True
exr,data/KAIST,scene07_reflectance.exr,635,2570,96,1,True
exr,data/KAIST,scene07_reflectance.exr,1444,2191,96,1,True
exr,data/KAIST,scene07_reflectance.exr,2165,626,96,1,True
exr,data/KAIST,scene07_reflectance.exr,2132,1768,96,1,True
exr,data/KAIST,scene07_reflectance.exr,1424,80,96,1,True
exr,data/KAIST,scene07_reflectance.exr,1713,1900,96,1,True
exr,data/KAIST,scene07_reflectance.exr,1050,1684,96,1,True
exr,data/KAIST,scene07_reflectance.exr,425,2986,96,1,True
exr,data/KAIST,scene07_reflectance.exr,1566,929,96,1,True
exr,data/KAIST,scene07_reflectance.exr,1791,3258,96,1,True
exr,data/KAIST,scene07_reflectance.exr,1971,2075,96,1,True
exr,data/KAIST,scene07_reflectance.exr,1629,323,96,1,True
exr,data/KAIST,scene07_reflectance.exr,549,2872,96,1,True
exr,data/KAIST,scene07_reflectance.exr,1356,2,96,1,True
exr,data/KAIST,scene07_reflectance.exr,1996,1907,96,1,True
exr,data/KAIST,scene07_reflectance.exr,207,3208,96,1,True
exr,data/KAIST,scene07_reflectance.exr,158,1626,96,1,True
exr,data/KAIST,scene07_reflectance.exr,1277,2078,96,1,True
exr,data/KAIST,scene07_reflectance.exr,2149,40,96,1,True
exr,data/KAIST,scene07_reflectance.exr,2048,875,96,1,True
exr,data/KAIST,scene07_reflectance.exr,912,1808,96,1,True
exr,data/KAIST,scene07_reflectance.exr,341,2666,96,1,True
exr,data/KAIST,scene07_reflectance.exr,142,3275,96,1,True
exr,data/KAIST,scene07_reflectance.exr,2055,1191,96,1,True
exr,data/KAIST,scene07_reflectance.exr,200,944,96,1,True
exr,data/KAIST,scene07_reflectance.exr,1191,1423,96,1,True
exr,data/KAIST,scene07_reflectance.exr,2146,564,96,1,True
exr,data/KAIST,scene07_reflectance.exr,1489,2374,96,1,True
exr,data/KAIST,scene07_reflectance.exr,615,2729,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,650,847,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,370,2285,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,2038,1171,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,860,323,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,1453,1453,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,585,281,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,145,293,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,68,1721,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,132,1598,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,1393,617,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,2192,2897,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,384,2480,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,287,2037,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,1833,1860,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,1637,2972,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,2194,2911,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,912,1748,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,1625,614,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,342,2623,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,2223,2592,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,1655,1325,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,85,379,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,492,394,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,728,2890,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,1215,441,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,923,2855,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,1514,1692,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,116,2078,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,1439,64,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,2187,1015,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,2341,1664,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,290,1042,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,422,1951,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,1419,2941,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,1234,1947,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,1925,2756,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,1667,1133,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,1483,1548,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,1865,3063,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,255,933,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,741,628,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,307,1225,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,1957,2533,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,762,557,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,771,531,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,1203,1398,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,74,1590,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,2439,708,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,2182,3140,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,2144,1176,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,1935,1074,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,2383,1518,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,714,2212,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,2194,622,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,1717,384,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,325,2941,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,1604,2216,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,1196,1036,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,2053,2526,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,1232,2086,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,450,1375,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,1634,1718,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,1086,1248,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,402,1868,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,469,601,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,1243,3121,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,1151,2216,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,827,1542,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,1321,774,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,2277,1155,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,1878,2868,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,2230,445,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,978,707,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,2306,2283,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,619,417,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,1408,1655,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,2001,791,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,762,1857,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,321,257,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,503,2580,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,2124,1226,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,1887,1062,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,1477,2232,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,789,2906,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,1213,1381,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,840,1416,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,636,1948,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,1279,1125,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,1617,2482,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,32,2296,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,1591,1752,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,1798,15,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,1380,2831,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,2010,1553,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,2095,2706,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,88,2824,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,1908,2710,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,1759,2802,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,1004,2861,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,1562,911,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,2244,383,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,236,1149,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,1876,942,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,2351,2606,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,794,2549,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,771,1945,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,847,3120,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,1279,2759,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,2401,1798,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,1362,546,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,1893,1635,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,744,785,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,107,447,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,1430,1956,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,1042,585,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,2183,2321,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,81,3164,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,216,2720,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,891,688,96,0.5,False
exr,data/KAIST,scene07_reflectance.exr,1763,1433,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,1693,156,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,1239,1528,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,958,2633,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,1901,1609,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,1301,1942,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,1499,2564,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,1846,2279,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,780,1165,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,756,1050,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,705,883,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,2032,2401,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,1994,104,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,409,3119,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,1536,149,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,1668,1720,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,369,890,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,510,54,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,1046,1231,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,2453,2029,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,820,1374,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,1197,2812,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,246,1777,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,786,283,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,2170,23,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,2462,2407,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,363,1490,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,276,1267,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,2006,476,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,401,1577,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,2071,455,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,2047,2744,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,2312,3118,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,1275,1480,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,642,2939,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,2446,1185,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,1092,1270,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,737,360,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,2113,819,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,1835,2926,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,1411,3124,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,472,4,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,538,2462,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,164,891,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,969,2460,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,2156,270,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,1150,415,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,1832,2753,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,405,3174,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,1020,3103,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,1761,2950,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,728,980,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,17,3111,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,1168,2106,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,1025,2921,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,2357,2885,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,311,3171,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,616,577,96,0.5,True
exr,data/KAIST,scene07_reflectance.exr,1384,735,96,0.5,True
